AGE,HOMEOWNER,HIT,MALEVET,VIETVETS,WWIIVETS,LOCALGOV,STATEGOV,FEDGOV,CARDPROM,MAXADATE,NUMPROM,CARDPM12,NUMPRM12,NGIFTALL,CARDGIFT,MINRAMNT,MINRDATE,MAXRAMNT,MAXRDATE,LASTGIFT,AVGGIFT,CONTROLN,HPHONE_D,CLUSTER2,CHILDREN,GIFTAMNT
52,N,0,31,18,42,5,3,1,28,9702,73,4,11,17,11,3,9103,10,9509,10,5,102772,0,59,0,10
64,Y,0,21,17,34,17,7,8,27,9702,67,3,10,12,9,3,8901,20,9204,12,8.916666667,94394,0,30,0,10
84,Y,5,27,45,5,4,2,4,25,9702,63,5,12,15,10,3,9111,15,9511,15,5.2,108050,1,17,2,16
71,N,0,18,38,33,8,2,1,25,9702,67,6,14,18,10,3,9001,13,9412,13,8.055555556,156428,0,24,0,9
57,Y,5,29,32,19,7,5,4,26,9702,64,6,15,17,9,3,9001,18,9510,14,11.05882353,25560,1,5,0,14
60,Y,1,39,5,38,8,5,4,8,9702,19,5,11,3,1,10,9603,10,9507,10,10,104236,1,55,1,10
60,Y,0,24,15,34,5,6,0,5,9702,13,4,10,1,1,20,9601,20,9601,20,20,18664,0,39,0,15
56,Y,7,34,17,52,8,3,0,5,9702,13,3,8,1,1,15,9509,15,9509,15,15,57407,1,15,0,21
56,Y,0,21,31,25,12,5,2,12,9702,30,6,13,2,2,25,9409,30,9601,30,27.5,68441,0,47,0,30
48,Y,0,23,81,6,18,0,0,24,9702,58,6,14,16,9,5,9209,18,9509,15,11.625,169054,0,37,1,15
67,Y,30,36,25,27,6,2,4,25,9702,63,6,12,22,15,3,9503,20,9204,10,11.13636364,60360,1,20,0,13
62,N,0,15,15,7,6,3,0,20,9702,52,6,13,6,4,5,9103,25,9512,25,12.83333333,123270,0,50,0,10
46,Y,0,29,31,28,7,10,1,28,9702,69,4,9,15,12,2,9202,13,9504,13,6.266666667,20237,1,37,2,13
45,Y,4,38,34,27,11,2,10,24,9702,58,6,12,11,4,3,9407,10,9006,9,7.090909091,33994,1,38,0,6
36,Y,0,33,50,13,11,2,3,14,9702,30,6,12,7,7,3,9503,5,9410,5,4.142857143,148906,0,21,0,6
24,Y,0,33,40,21,8,1,5,26,9702,64,6,13,9,7,5,8910,30,9502,30,17.22222222,57647,1,44,0,20
50,Y,0,13,33,48,12,9,1,11,9702,26,6,12,3,2,5,9410,20,9510,20,11.33333333,154150,1,57,0,14
73,N,0,29,28,38,16,1,4,31,9702,73,6,13,29,16,3,8703,10,9204,10,5.655172414,86714,1,57,0,5
46,N,0,57,24,53,13,1,3,28,9702,105,5,32,26,9,5,9005,10,8902,8,8.076923077,5967,1,62,0,10
68,Y,7,0,0,0,0,0,0,18,9702,68,6,16,7,2,25,9309,200,9410,100,103.5714286,5742,1,7,0,75
53,Y,4,29,55,19,9,6,1,28,9702,65,6,12,14,9,5,9602,10,9112,5,7.857142857,179008,1,15,0,5
56,N,0,31,28,32,4,4,1,10,9702,25,6,13,6,4,3,9511,6,9510,4,4.5,63971,0,44,0,4
80,Y,0,35,32,27,5,4,3,13,9702,28,6,12,3,1,10,9409,20,9512,20,14,180272,0,23,0,20
76,Y,0,47,30,43,9,5,0,28,9702,83,7,17,14,8,10,9308,20,9508,20,13.57142857,6587,1,9,0,20
77,Y,20,29,20,20,4,4,0,30,9702,76,5,14,20,9,3,9207,11,9412,11,7.35,27108,1,25,0,15
71,Y,13,32,24,28,15,3,1,15,9702,33,7,13,4,3,10,9412,25,9406,23,19.25,147753,1,1,0,25
82,Y,0,35,40,31,10,10,3,11,9702,25,6,14,2,1,25,9602,25,9502,25,25,34448,0,58,0,10
78,N,4,23,43,30,5,7,3,10,9702,24,5,11,3,0,3,9410,15,9512,15,7.333333333,184478,1,49,0,15
68,Y,0,23,27,41,6,6,3,35,9702,84,5,10,43,25,3,9601,6,9108,5,4.302325581,57039,0,62,0,5
77,Y,18,32,28,20,6,2,3,10,9702,27,4,10,2,2,15,9409,20,9507,20,17.5,121718,1,32,0,30
50,Y,0,36,32,34,11,4,8,7,9702,23,4,10,2,0,5,9410,15,9510,15,10,41819,1,45,0,15
40,Y,0,29,35,14,3,9,4,18,9702,42,6,12,4,2,5,9301,20,9512,20,12.75,112750,0,39,1,20
56,N,0,39,46,51,4,5,1,12,9702,32,4,10,2,1,10,9301,20,9504,20,15,44154,1,13,0,30
31,Y,11,27,70,21,7,2,3,13,9702,39,5,14,9,1,5,9106,20,9510,20,8.444444444,282,1,15,1,20
78,Y,0,11,26,42,6,4,2,25,9702,64,5,13,17,10,5,9603,16,9203,15,8.411764706,161790,0,57,0,7
74,Y,19,48,22,57,8,4,0,25,9702,66,6,12,12,7,3,9111,10,9411,10,6.916666667,138905,1,52,0,12
39,Y,2,28,36,0,5,1,5,12,9702,27,5,11,5,3,8,9409,10,9502,9,9.2,119576,0,11,1,9
83,N,0,34,41,14,2,9,1,14,9702,37,4,10,8,7,5,9507,11,9302,10,8.875,173805,1,15,0,50
60,Y,3,21,37,54,14,2,2,6,9702,15,5,12,2,1,6,9603,23,9601,6,14.5,144310,1,9,0,6
68,Y,0,35,25,39,9,4,0,20,9702,75,6,31,14,4,3,9203,11,9601,10,7.285714286,10031,0,52,0,10
62,N,8,45,26,33,6,0,7,30,9702,66,6,13,10,8,5,8906,20,9402,20,11.5,138829,1,52,0,25
50,N,0,35,45,17,13,2,3,10,9702,30,4,10,2,2,10,9401,15,9509,15,12.5,39020,0,21,0,21
78,Y,1,32,19,49,6,1,2,11,9702,25,5,11,5,3,10,9603,25,9503,10,16,119362,1,12,2,45
66,Y,0,25,26,30,3,3,8,11,9702,29,4,9,2,1,10,9401,20,9504,20,15,134773,0,41,0,25
69,Y,24,19,17,11,7,2,0,26,9702,58,5,12,10,5,3,8805,21,9601,21,8.4,88535,1,14,0,26
62,Y,2,25,17,29,9,4,0,25,9702,66,6,13,20,10,3,9110,7,9312,5,4.4,82995,0,21,0,5
60,Y,0,28,47,9,3,2,1,20,9702,53,6,12,10,5,5,9406,15,9208,10,8.5,82141,0,20,0,10
72,Y,0,40,18,53,7,4,8,9,9702,21,6,12,3,2,10,9511,12,9509,10,10.66666667,29777,1,32,0,10
72,N,0,29,20,38,8,3,4,23,9702,63,5,12,18,5,0.01,8905,12,9209,10,7.778333333,128963,0,46,0,10
44,Y,28,26,51,15,1,4,0,26,9702,62,4,10,9,8,10,8612,20,9204,20,17,178722,1,20,0,20
50,N,0,17,62,26,11,3,1,33,9702,78,6,12,25,15,5,9101,20,9411,20,10.6,151452,0,28,0,10
77,Y,0,24,55,10,1,1,1,23,9702,57,4,9,18,13,5,9110,10,9412,8,6.055555556,50640,0,20,0,5
51,Y,0,27,56,37,16,6,4,27,9702,68,6,13,16,11,3,8811,12,9104,10,9.1875,179863,1,27,0,10
55,N,20,25,31,29,4,5,1,20,9702,56,5,11,11,9,3,9603,10,9509,3,5.727272727,24320,1,61,0,6
65,Y,3,31,33,27,8,3,10,9,9702,25,6,13,3,2,5,9410,20,9506,15,13.33333333,102351,1,47,0,23
62,N,0,8,68,14,1,10,0,12,9702,29,6,13,6,3,4,9508,10,9510,6,5.666666667,109514,0,.,0,6
68,N,14,32,48,44,13,5,11,13,9702,29,6,13,7,4,3,9410,8,9602,8,5.428571429,135112,1,27,0,8
75,Y,2,35,31,41,3,5,5,10,9702,26,5,13,3,1,5,9410,20,9603,20,12.33333333,58566,1,37,0,16
58,Y,19,29,18,8,5,6,7,18,9702,42,6,12,5,1,8,9210,15,9512,15,11.4,169973,1,42,0,15
68,N,6,29,30,36,9,2,4,38,9702,93,10,26,24,13,5,9512,25,9607,10,10.91666667,186925,0,57,0,15
75,N,5,23,18,82,0,8,0,21,9702,55,6,13,20,9,3,9205,7,9205,5,5.45,127823,1,51,0,6
50,Y,2,28,54,14,9,6,3,19,9702,47,6,13,8,2,10,9211,18,9311,17,15.125,66037,1,14,0,21
76,N,0,30,0,34,10,8,0,4,9702,12,4,10,1,0,20,9511,20,9511,20,20,15349,0,51,0,30
89,Y,7,34,27,34,5,9,3,20,9702,48,6,13,7,6,5,9209,50,9312,30,29.57142857,111485,1,62,0,30
73,Y,13,26,40,32,9,1,1,28,9702,73,7,15,32,15,2,9511,8,9310,6,5.9375,95467,1,56,0,4
84,N,0,43,18,50,6,1,1,31,9702,73,4,7,23,15,3,8907,6,9010,5,4.913043478,45116,0,7,0,5
50,Y,4,25,47,10,6,8,0,23,9702,58,6,12,12,6,3,9102,14,9508,14,9.083333333,18761,1,16,0,15
49,Y,0,5,23,14,5,4,1,30,9702,77,5,12,23,13,0.08,8906,12,8912,10,7.264347826,38388,0,28,0,10
59,Y,1,33,58,12,15,3,3,33,9702,102,6,22,32,13,2,8810,22,8805,10,9.6875,3746,1,12,0,10
47,Y,4,36,47,21,8,0,8,30,9702,68,5,10,21,12,2,9012,5,9105,5,3.761904762,106862,1,22,0,10
70,Y,0,18,46,17,10,5,2,5,9702,13,4,11,1,0,15,9602,15,9602,15,15,165753,0,21,2,15
48,Y,0,0,0,0,0,0,0,5,9702,13,4,10,1,1,15,9601,15,9601,15,15,138443,0,62,0,15
73,N,32,44,32,35,19,13,3,26,9702,62,4,12,7,3,5,8810,16,9504,16,12,5272,1,11,0,20
70,Y,34,26,14,61,0,1,7,30,9702,69,5,12,23,14,1,8702,6,9412,5,3.152173913,165620,0,28,0,4
64,Y,0,40,36,36,1,3,3,25,9702,64,6,12,23,12,3,9502,7,9212,4,4.826086957,133647,1,13,0,5
40,N,1,36,37,27,8,2,3,13,9702,28,4,10,3,2,5,9403,15,9504,15,10,97596,1,34,0,15
75,Y,2,34,59,11,9,4,7,24,9702,60,6,13,13,6,2,9002,12,9512,12,6.923076923,155963,0,12,0,10
90,N,0,46,8,56,25,5,7,31,9702,80,6,13,26,9,5,8709,75,9511,75,27.42307692,67712,0,47,0,100
85,Y,20,25,56,20,3,3,9,32,9702,70,6,13,24,16,2,8904,6,9412,5,4,100691,1,51,0,5
43,Y,4,32,50,25,9,13,2,9,9702,45,6,17,5,2,10,9512,20,9302,20,16,14547,1,5,1,20
98,N,3,29,19,27,11,16,3,26,9702,63,4,8,18,13,3,8706,20,9204,10,11.5,119830,1,59,0,14
21,Y,11,37,23,27,9,3,0,9,9702,23,5,12,2,0,10,9503,25,9603,25,17.5,150497,1,2,3,40
28,Y,0,2,15,0,5,3,37,15,9702,38,6,14,8,5,5,9309,10,9412,10,9,19986,0,60,2,10
58,Y,2,47,28,39,0,4,2,11,9702,25,6,14,4,3,5,9506,10,9502,10,8.75,102665,1,53,0,20
71,Y,5,24,43,28,5,0,1,30,9702,126,6,37,26,10,3,8809,15,8909,10,10.11538462,6403,1,34,0,10
77,Y,0,26,33,0,6,7,0,24,9702,64,4,8,18,13,3,8803,13,9210,5,8.388888889,87505,0,50,0,8
52,Y,1,28,54,16,8,2,1,12,9702,30,6,12,3,1,5,9401,15,9512,15,10.33333333,69822,1,15,1,15
52,Y,0,59,41,34,6,0,29,17,9702,43,6,13,8,4,3,9301,13,9509,8,6.75,137845,1,32,1,15
32,N,0,42,18,45,7,9,3,18,9702,43,6,13,9,4,3,9103,8,9504,7,6,57349,1,13,0,7
42,Y,0,33,29,17,8,5,3,21,9702,52,6,13,8,1,5,9207,25,9412,15,13.25,32709,1,33,1,15
60,N,0,37,23,22,9,2,2,33,9702,83,6,15,25,8,5,9211,15,8803,12,9.68,83959,0,4,0,16
74,Y,20,32,26,31,2,8,3,31,9702,122,7,38,25,7,5,9112,15,9110,15,11.56,3825,1,19,0,15
41,Y,2,18,41,23,3,1,3,12,9702,32,6,13,2,1,10,9312,25,9509,25,17.5,162820,0,7,0,25
51,Y,0,25,26,12,0,0,3,23,9702,54,6,13,6,3,10,9104,35,9511,35,23.33333333,104442,0,1,0,35
86,Y,2,23,0,78,4,8,2,5,9702,43,4,32,3,0,15,9601,15,9509,15,15,12715,1,32,2,15
72,Y,10,28,25,30,4,3,0,11,9702,24,6,12,2,2,20,9508,23,9501,20,21.5,149089,1,15,0,20
54,Y,2,35,38,28,12,7,4,14,9702,31,6,12,4,3,5,9403,20,9506,20,15,65481,1,9,1,20
77,Y,14,27,30,36,6,2,1,21,9702,77,5,15,14,6,10,9202,23,9603,23,16.78571429,4991,1,39,0,23
58,N,0,41,30,38,7,2,1,27,9702,66,6,13,8,1,5,8812,40,9212,25,23.125,69963,0,38,0,25
63,Y,17,22,27,10,3,1,0,8,9702,19,6,13,2,2,5,9509,25,9601,25,15,100924,1,14,1,10
49,N,3,30,37,39,5,9,2,35,9702,139,6,41,54,21,4,9404,15,9608,10,8.611111111,190666,1,53,0,13
78,Y,0,31,32,34,10,0,2,25,9702,68,5,12,13,8,3,8806,15,9509,15,8.769230769,92085,0,33,0,15
72,Y,3,55,31,38,3,2,2,23,9702,60,6,12,11,7,5,9011,10,9110,10,9.090909091,137134,1,13,0,10
74,N,0,54,4,81,3,2,6,13,9702,32,4,10,4,2,10,9409,15,9504,15,11.25,175790,1,13,0,21
49,Y,0,49,16,70,7,4,3,18,9702,41,6,13,3,0,20,9302,25,9312,25,23.33333333,112247,1,58,0,25
61,Y,2,35,21,43,5,0,1,23,9702,59,6,13,9,5,5,9506,12,9212,7,8.222222222,95347,1,52,0,7
77,Y,0,28,13,42,2,1,2,31,9702,77,6,13,26,19,2,9008,10,9409,10,5.403846154,61488,0,56,0,7
62,Y,10,48,22,53,5,1,1,15,9702,37,6,12,7,4,3,9302,10,9505,5,5.714285714,172530,0,37,0,7
72,Y,1,34,40,30,5,6,3,14,9702,34,5,11,11,8,5,9507,10,9501,6,6.636363636,56886,1,3,0,12
45,Y,0,2,0,99,0,8,4,27,9702,61,3,6,15,10,5,9205,25,9307,20,12.33333333,111615,0,34,2,25
38,Y,0,22,58,0,10,8,9,6,9702,14,5,12,1,1,20,9602,20,9602,20,20,127320,0,20,0,25
59,Y,6,35,25,44,7,5,4,32,9702,90,7,19,27,15,3,8610,10,8811,10,7.62962963,186880,1,62,0,5
77,N,3,31,38,19,7,4,2,17,9702,38,6,13,8,6,10,9310,21,9505,15,15.375,168259,0,12,0,10
61,Y,6,44,21,66,7,5,0,13,9702,31,6,12,4,1,5,9401,10,9511,10,8,110308,0,12,0,15
57,Y,3,38,45,31,5,5,4,18,9702,46,3,7,16,10,3,8910,10,9202,5,6.5,49519,1,26,0,5
91,N,0,30,31,41,9,26,2,21,9702,50,6,14,16,9,3,9201,26,9510,26,9.4375,76076,1,41,0,10
44,Y,11,37,48,18,10,22,4,27,9702,75,6,14,18,9,5,8909,20,9202,20,14.88888889,29373,1,15,1,20
46,Y,1,33,36,25,8,9,2,8,9702,20,6,14,3,2,4,9512,10,9510,10,8,64442,1,58,0,8
51,N,0,28,33,30,4,1,1,7,9702,19,6,17,2,0,23,9602,25,9611,25,24,186807,0,2,0,33
72,Y,0,55,34,20,7,2,11,11,9702,27,5,12,3,2,10,9409,15,9602,15,12.33333333,160306,0,16,2,10
69,Y,3,40,26,45,8,13,3,28,9702,70,5,13,19,11,3,8809,8,9011,6,6.105263158,57332,1,32,0,6
74,N,0,31,44,29,8,4,1,13,9702,33,3,7,20,10,3,9502,6,9512,4,3.6,82610,0,56,0,5
37,Y,1,31,11,45,5,6,3,19,9702,47,3,5,7,4,5,9006,15,9406,15,10.85714286,106963,1,25,0,15
69,Y,7,31,0,63,17,0,9,30,9702,74,4,9,20,13,3,9010,15,9409,12,6.35,38853,1,21,0,12
74,Y,6,43,29,37,9,2,4,25,9702,68,5,14,16,8,3,9005,17,9407,14,9.9375,35316,0,27,0,14
49,Y,6,29,39,12,6,2,6,33,9702,78,6,13,14,9,2,8808,17,9510,17,7.714285714,53793,1,5,0,5
89,Y,10,20,13,37,6,1,2,23,9702,51,5,11,15,5,3,8809,8,9512,7,5.466666667,147936,1,27,0,5
58,Y,11,30,43,18,5,0,8,13,9702,31,6,12,2,0,20,9402,22,9602,22,21,151679,0,21,0,23
38,Y,0,30,37,13,3,1,6,20,9702,52,4,8,8,6,5,9108,25,9601,25,10.875,32975,1,32,0,25
80,Y,1,39,31,26,8,2,4,14,9702,31,4,7,5,3,5,9309,20,9601,20,8.8,140904,1,31,0,20
73,N,0,39,23,54,8,2,3,30,9702,73,5,10,24,16,2,9105,10,9206,10,6.375,177423,0,13,0,10
61,N,0,23,0,99,27,0,0,20,9702,50,6,14,6,3,5,9202,20,9512,20,11.83333333,93356,1,47,0,25
79,Y,2,41,46,37,23,8,4,32,9702,80,6,12,25,13,3,8808,26,9504,20,14.8,160333,0,14,0,15
62,Y,0,52,14,59,15,3,7,22,9702,60,3,8,18,10,3,9004,7,9212,5,5.333333333,159553,0,11,0,7
81,N,0,28,23,46,11,6,5,28,9702,68,4,8,33,19,1,8804,5,9012,5,3.939393939,189958,0,25,0,5
44,Y,0,19,10,52,6,1,1,6,9702,14,5,12,1,1,25,9602,25,9602,25,25,144309,0,7,3,25
75,Y,10,32,18,39,6,8,1,15,9702,32,6,12,10,7,2,9509,6,9412,6,4.4,69855,1,39,0,5
76,N,0,24,19,48,6,3,2,24,9702,86,4,23,14,7,12,8909,25,9603,15,16.42857143,8657,0,21,0,15
49,Y,1,22,57,12,5,2,1,25,9702,64,4,9,17,8,3,9305,5,9303,4,3.411764706,165719,1,12,0,4
90,Y,0,36,39,49,2,4,2,26,9702,63,5,10,20,12,5,9404,15,9003,6,8.95,149598,1,7,0,10
62,N,0,0,0,0,0,0,0,30,9702,74,4,9,18,11,5,9011,25,9212,25,14.5,22206,0,13,0,25
75,N,18,37,35,26,5,10,7,10,9702,39,4,22,5,2,5,9512,15,9603,15,10.4,12832,1,37,0,10
42,Y,0,44,34,48,7,11,2,17,9702,46,6,15,7,4,5,9401,15,9506,15,11.42857143,126959,1,13,0,15
52,Y,0,41,45,45,18,5,7,26,9702,61,6,12,16,12,3,9205,8,9202,7,5.8125,161726,0,17,3,7
56,N,0,9,0,29,9,16,3,12,9702,27,4,9,2,1,5,9403,20,9504,20,12.5,166475,0,52,0,10
68,Y,22,25,27,24,10,1,1,14,9702,33,6,13,7,2,3,9512,10,9503,4.5,5.5,175847,1,3,0,10
61,Y,0,17,12,32,7,2,0,25,9702,48,5,9,13,10,5,8802,25,9509,25,11.46153846,144351,0,28,0,40
55,N,0,39,38,36,4,4,3,15,9702,37,6,13,6,2,5,9310,12,9510,10,9,176053,0,29,0,12
68,Y,0,36,20,47,8,2,2,19,9702,50,4,11,23,13,2,8809,10,9507,2.5,5.434782609,103488,1,55,0,10
77,Y,45,31,12,55,9,2,0,11,9702,25,6,14,3,3,15,9602,20,9501,15,16.66666667,149196,1,7,0,20
56,Y,0,33,33,35,8,6,4,37,9702,104,11,27,24,13,3,8910,20,9603,15,11.58333333,1101,0,59,0,20
71,N,0,33,27,33,5,1,1,24,9702,61,6,13,15,9,4,9201,10,9108,10,7.733333333,102589,0,43,0,100
46,Y,1,30,19,36,9,3,11,30,9702,76,6,15,20,9,3,9404,10,8906,5,6.3,153001,1,23,2,5
48,Y,1,24,51,32,1,0,4,9,9702,23,4,10,2,2,10,9501,20,9507,20,15,64683,0,28,0,10
45,N,0,40,56,35,4,24,8,27,9702,69,5,10,18,8,5,9201,15,9005,13,9.666666667,23003,1,4,0,15
61,Y,0,35,39,24,7,7,2,34,9702,73,6,13,16,12,5,9008,12,9510,12,7.875,183055,0,19,0,10
40,Y,12,16,39,18,5,3,5,14,9702,41,9,24,3,2,25,9501,50,9602,30,35,1959,0,18,0,50
72,Y,7,46,8,59,8,2,6,13,9702,28,6,12,6,3,3,9409,10,9511,10,5.166666667,165628,1,27,0,5
72,N,0,32,27,32,12,3,5,18,9702,41,6,12,5,4,10,9311,15,9510,15,12.6,87217,0,57,0,20
48,Y,0,38,43,38,7,2,1,9,9702,50,4,32,3,2,0,9702,15,9509,0,11,13215,0,39,1,21
47,Y,1,31,13,38,4,0,1,6,9702,14,5,12,1,1,20,9602,20,9602,20,20,72193,1,17,0,10
44,Y,1,39,38,27,14,2,3,11,9702,26,5,11,3,1,10,9409,15,9512,15,12.33333333,131465,1,17,0,15
75,N,12,24,20,27,9,3,2,14,9702,33,4,10,15,10,5,9609,11,9301,11,9,189749,0,13,0,10
47,N,0,41,27,54,5,11,0,7,9702,44,3,25,13,5,10,9603,12,9504,10,10.15384615,4055,1,11,0,10
57,Y,0,30,29,19,3,1,2,10,9702,21,6,11,4,3,5,9603,10,9501,5,7.5,77241,1,15,0,10
61,Y,15,27,29,35,11,2,1,27,9702,68,5,10,11,7,5,9309,25,9112,20,14.81818182,38580,1,19,0,10
77,Y,0,23,25,48,5,3,1,28,9702,76,6,16,18,14,5,8904,15,9201,15,11.44444444,47709,0,60,0,20
53,Y,0,35,18,28,9,0,5,30,9702,74,6,14,23,12,3,9103,14,9601,10,8.217391304,52574,1,62,0,12
78,Y,6,0,0,0,0,0,0,18,9702,48,8,20,7,5,3,9301,12,9511,5,7.857142857,188377,0,29,0,5
56,Y,0,32,21,40,9,0,0,12,9702,29,5,11,5,2,5,9410,10,9501,10,8.6,92348,0,2,0,10
51,Y,0,16,17,61,17,0,8,23,9702,57,6,13,11,5,5,9102,17,9512,10,10.36363636,38165,0,12,0,14
82,Y,6,44,14,62,5,2,1,18,9702,43,4,8,13,5,1,8608,10,9407,5,6.538461539,45873,1,49,0,8
50,Y,0,25,0,59,4,3,0,7,9702,16,5,10,1,1,28,9509,28,9509,28,28,143782,0,1,0,25
74,N,0,34,26,68,4,3,6,33,9702,76,6,13,20,16,3,8910,10,9307,10,6.35,151653,0,29,0,10
87,N,0,17,41,15,5,5,2,29,9702,107,6,32,23,17,5,9405,20,9304,20,13.65217391,6198,1,9,0,20
42,Y,1,32,34,37,6,4,2,9,9702,21,6,12,2,1,10,9506,20,9509,20,15,102953,1,52,0,21
71,Y,0,37,24,50,3,4,0,30,9702,65,6,13,12,8,3,8904,11,9301,10,6.833333333,104004,1,59,0,10
60,Y,10,37,46,21,4,5,5,20,9702,50,6,13,11,7,3,9410,7,9602,7,4.272727273,111284,1,38,0,5
37,Y,1,7,71,29,9,28,0,25,9702,63,6,14,16,10,3,9001,11,9502,6,7.9375,65968,0,48,0,9
56,Y,0,27,70,16,1,6,5,9,9702,22,4,11,2,2,13,9411,15,9602,15,14,53763,0,1,1,15
51,Y,16,31,37,13,10,2,2,10,9702,23,6,13,2,2,8,9502,25,9512,25,16.5,165314,1,56,0,25
76,N,0,36,23,42,9,5,3,22,9702,57,6,13,16,5,5,9212,25,9512,15,10.0625,116608,1,59,0,25
41,Y,3,32,13,27,16,11,0,29,9702,74,5,12,21,10,3,9304,20,9103,12,7,81712,1,4,1,11
70,N,1,35,16,43,6,1,1,22,9702,59,5,13,18,11,3,8804,8,9602,8,5.444444444,91627,1,26,0,7
92,Y,2,21,25,5,9,1,1,32,9702,78,5,10,47,22,2,9203,10,9306,5,5.127659575,145403,1,31,0,10
40,Y,0,29,10,40,12,4,2,15,9702,40,5,11,4,2,5,9204,17,9601,17,11,79742,1,56,3,17
54,Y,5,64,28,50,4,4,12,8,9702,22,4,9,2,1,20,9506,20,9411,20,20,129947,0,47,0,20
67,Y,37,38,27,22,7,2,4,11,9702,25,6,14,4,2,10,9603,13,9512,10,11.25,99567,1,19,0,15
76,N,0,49,12,59,12,3,3,19,9702,51,7,19,12,9,5,9609,7,9402,7,5.916666667,82248,1,62,0,8
82,N,14,33,17,57,7,3,4,28,9702,67,5,12,18,13,2,9412,7,9409,5,3.722222222,90031,1,13,0,3
43,Y,5,31,27,42,8,3,2,29,9702,107,8,33,32,10,3,9012,25,9312,5,8.96875,6099,1,17,0,10
52,Y,7,32,30,21,9,3,3,15,9702,34,6,12,7,4,5,9309,15,9508,13,9.714285714,145855,0,9,0,12
54,Y,5,26,24,37,8,4,1,9,9702,22,4,10,2,2,10,9501,20,9508,20,15,48551,1,61,1,20
56,N,0,0,0,0,0,0,0,19,9702,51,7,22,10,4,2,9512,20,9701,20,7.5,186204,1,5,0,5
80,Y,0,41,31,39,9,1,3,12,9702,32,6,16,6,4,10,9511,15,9504,13,11.33333333,46461,1,32,0,12
82,Y,0,25,0,62,9,0,0,13,9702,31,8,20,3,2,5,9612,25,9502,5,15,188385,0,55,0,5
60,N,0,44,26,36,5,7,18,27,9702,69,6,12,10,10,10,9601,18,9509,10,12.7,47819,1,15,0,10
75,Y,2,32,28,41,27,11,7,34,9702,99,6,15,29,18,5,9601,10,9512,5,5.448275862,4314,1,30,0,6
63,N,2,38,49,24,11,7,0,27,9702,66,6,13,14,8,3,9007,13,9502,12,7.714285714,96220,0,43,0,14
82,Y,12,35,36,34,9,10,1,18,9702,48,6,13,6,2,3,9105,15,9506,15,9,127171,1,42,0,15
67,Y,19,25,35,49,11,2,0,25,9702,60,4,11,10,5,3,8804,15,9512,15,7.5,80733,1,58,0,15
46,Y,0,35,15,51,6,1,0,11,9702,25,6,12,6,3,5,9410,14,9508,9,10.16666667,95450,0,53,0,11
60,Y,20,37,57,25,13,9,2,21,9702,57,5,13,12,7,5,9307,10,9110,10,6.833333333,27714,1,12,0,9
78,Y,0,38,45,17,6,3,3,27,9702,66,6,12,10,8,5,8807,20,9408,20,13.2,174833,0,24,0,20
81,Y,19,19,0,69,11,0,12,29,9702,75,6,16,21,14,3,8803,12,9501,11,6.380952381,27366,1,42,0,16
73,Y,22,27,17,48,9,5,0,27,9702,62,6,13,28,19,5,9601,5,8910,5,5,18266,1,39,0,5
96,Y,0,31,36,28,27,3,3,6,9702,12,5,10,1,1,20,9603,20,9603,20,20,143529,0,30,0,25
74,Y,0,35,22,38,7,3,3,24,9702,57,6,12,15,9,10,9409,19,9204,11,13,74043,1,58,0,12
63,Y,2,52,28,47,1,13,5,15,9702,36,6,13,7,4,5,9602,11,9508,5,6.428571429,120805,1,13,0,5
60,Y,22,28,13,57,6,0,2,27,9702,63,6,13,15,7,5,9006,15,9411,10,8.533333333,151170,0,4,0,12
90,Y,0,42,23,49,12,3,3,17,9702,46,3,7,20,9,2,9304,5,8903,5,3.55,177523,0,12,0,3
28,Y,2,28,53,13,2,4,3,10,9702,35,3,7,17,7,2,9601,5,9504,2,2.764705882,81293,1,48,0,3
50,N,30,21,22,32,5,0,1,30,9702,118,7,32,20,8,15,9505,25,9008,20,17.1,4254,1,33,1,20
71,N,0,41,8,58,4,0,0,26,9702,63,6,15,13,6,3,8704,11,9310,10,7.076923077,107040,0,13,0,10
63,Y,0,46,28,36,9,15,1,31,9702,67,6,12,13,7,5,8905,16,9507,16,8.769230769,24040,1,37,0,20
55,Y,25,34,18,43,14,6,8,10,9702,23,5,11,3,1,5,9412,15,9504,10,10,143535,0,30,0,12
76,N,0,48,4,72,0,14,0,10,9702,22,6,12,9,4,3,9603,5,9512,3,3.444444444,140181,1,48,0,3
68,N,0,30,24,40,4,1,3,20,9702,57,6,22,10,6,3,9102,11,9508,10,7.4,13394,1,3,0,15
75,Y,4,34,30,37,8,2,9,32,9702,77,5,11,41,21,1,8809,5,9002,5,3,152118,1,18,0,4
30,Y,1,43,34,48,9,2,0,29,9702,69,9,22,13,11,3,8608,17,9509,10,10.46153846,2809,1,4,0,25
57,N,0,18,41,27,7,38,2,24,9702,62,4,8,13,7,5,9212,20,9112,20,12.61538462,170714,0,33,0,20
90,N,16,28,16,56,3,2,3,16,9702,65,5,18,6,2,20,9310,44,9408,32,28.83333333,191056,1,8,0,47
78,N,0,56,12,71,1,5,1,28,9702,69,6,13,15,9,4,8902,13,9412,13,8.533333333,20752,0,13,0,13
36,Y,0,41,16,63,7,5,6,14,9702,32,6,14,3,2,5,9404,20,9512,20,11.66666667,82739,0,23,0,20
75,N,0,27,63,17,11,6,0,35,9702,86,6,14,33,19,5,9601,17,8608,5,8.787878788,67808,0,30,0,10
